pkey,id,date,security,asset,liability
3436,3197,2002-03-31,5261,76928,65753
3437,3197,2002-06-30,4706,75781,63860
3438,3197,2002-09-30,4209,74374,61654
3439,3197,2002-12-31,3696,76619,65030
3440,3206,2002-03-31,0,206152,187198
3441,3206,2002-06-30,0,206604,186298
3442,3206,2002-09-30,0,202076,180803
3443,3206,2002-12-31,0,202488,183606
3444,3208,2002-03-31,5168,165494,150279
3445,3208,2002-06-30,5103,172948,157376
3446,3208,2002-09-30,4713,168224,152328
3447,3208,2002-12-31,107,175753,159272
3448,3210,2002-03-31,20505,499032,444926
3449,3210,2002-06-30,18966,510048,453607
3450,3210,2002-09-30,17476,555960,496768
3451,3210,2002-12-31,15589,597275,536640
3452,3214,2002-03-31,40215,282798,255767
3453,3214,2002-06-30,55983,287946,260175
3454,3214,2002-09-30,50125,296933,269026
3455,3214,2002-12-31,50440,289149,261447
3456,3217,2002-03-31,4254,83147,73987
3457,3217,2002-06-30,3770,80000,70513
3458,3217,2002-09-30,3340,79914,70546
3459,3217,2002-12-31,2992,81888,72281
3460,3218,2002-03-31,1319,187097,168949
3461,3218,2002-06-30,1174,181759,163395
3462,3218,2002-09-30,1050,176032,157269
3463,3218,2002-12-31,960,167143,152332
3464,3219,2002-03-31,1281,158175,140748
3465,3219,2002-06-30,1213,160639,142448
3466,3219,2002-09-30,1129,165367,146610
3467,3219,2002-12-31,1038,167698,148853
3468,3220,2002-03-31,0,41002,37035
3469,3220,2002-06-30,0,41548,37416
3470,3220,2002-09-30,0,41614,37352
3471,3220,2002-12-31,0,39798,35436
3472,3222,2002-03-31,369,40841,37642
3473,3222,2002-06-30,1708,41440,38292
3474,3222,2002-09-30,1668,42409,39063
3475,3222,2002-12-31,1646,44562,41134
3476,3225,2002-03-31,86,27905,25104
3477,3225,2002-06-30,82,27856,24917
3478,3225,2002-09-30,76,29863,26738
3479,3225,2002-12-31,71,34401,31298
3480,3226,2002-03-31,19145,119589,107611
3481,3226,2002-06-30,17407,127015,114569
3482,3226,2002-09-30,17745,125778,112784
3483,3226,2002-12-31,15886,127773,115000
3484,3228,2002-03-31,9267,236112,213964
3485,3228,2002-06-30,9174,237694,214339
3486,3228,2002-09-30,9083,240890,216191
3487,3228,2002-12-31,8119,253408,229218
3488,3230,2002-03-31,7281,47833,43624
3489,3230,2002-06-30,6818,48556,44204
3490,3230,2002-09-30,5627,49750,45159
3491,3230,2002-12-31,4569,49926,45252
3492,3232,2002-03-31,8622,19493,16977
3493,3232,2002-06-30,9000,19940,17282
3494,3232,2002-09-30,7679,19846,17103
3495,3232,2002-12-31,6869,20673,17900
3496,3237,2002-03-31,1591,14394,12776
3497,3237,2002-06-30,1280,13664,12028
3498,3237,2002-09-30,1076,13156,11512
3499,3237,2002-12-31,639,14370,12761
3500,3242,2002-03-31,2170,32253,29582
3501,3242,2002-06-30,1731,30824,28083
3502,3242,2002-09-30,1508,32860,30048
3503,3242,2002-12-31,1263,32285,29610
3504,3244,2002-03-31,2858,73842,62156
3505,3244,2002-06-30,2582,72525,60706
3506,3244,2002-09-30,2122,72097,59934
3507,3244,2002-12-31,1595,75191,63459
3508,3248,2002-03-31,25779,79236,67147
3509,3248,2002-06-30,21050,73235,60464
3510,3248,2002-09-30,19415,73648,60171
3511,3248,2002-12-31,29570,86031,73173
3512,3250,2002-03-31,173105,540489,496262
3513,3250,2002-06-30,159820,536697,490890
3514,3250,2002-09-30,164957,545013,498043
3515,3250,2002-12-31,178690,554852,505433
3516,3253,2002-03-31,422,23857,21520
3517,3253,2002-06-30,351,24345,21845
3518,3253,2002-09-30,283,24792,22093
3519,3253,2002-12-31,139,24386,21647
3520,3255,2002-03-31,0,79894,62260
3521,3255,2002-06-30,0,80208,62506
3522,3255,2002-09-30,0,82750,64784
3523,3255,2002-12-31,0,82502,64184
3524,3256,2002-03-31,408,8409,7596
3525,3256,2002-06-30,383,8419,7570
3526,3256,2002-09-30,351,8598,7717
3527,3256,2002-12-31,302,9081,8203
3528,3258,2002-03-31,8201,17494,15764
3529,3258,2002-06-30,7570,17955,16197
3530,3258,2002-09-30,7901,17576,15704
3531,3258,2002-12-31,7678,17932,16031
3532,3268,2002-03-31,508,134475,121647
3533,3268,2002-06-30,485,136966,122812
3534,3268,2002-09-30,464,135461,119285
3535,3268,2002-12-31,457,139914,123541
3536,3269,2002-03-31,79154,211828,190662
3537,3269,2002-06-30,83023,215088,193081
3538,3269,2002-09-30,91254,226161,203346
3539,3269,2002-12-31,82934,223313,200559
3540,3270,2002-03-31,9263,123820,111229
3541,3270,2002-06-30,8859,123335,110430
3542,3270,2002-09-30,7942,123045,109568
3543,3270,2002-12-31,6666,126953,113330
3544,3272,2002-03-31,911,13152,12129
3545,3272,2002-06-30,862,13045,12005
3546,3272,2002-09-30,1312,14381,13319
3547,3272,2002-12-31,1172,13981,12950
3548,3273,2002-03-31,0,47139,42477
3549,3273,2002-06-30,0,50451,45871
3550,3273,2002-09-30,0,48684,44153
3551,3273,2002-12-31,0,50278,45834
3552,3274,2002-03-31,593,88585,81871
3553,3274,2002-06-30,431,89100,81685
3554,3274,2002-09-30,300,93542,85727
3555,3274,2002-12-31,184,94641,87337
3556,3275,2002-03-31,20691,88352,81017
3557,3275,2002-06-30,19376,86466,78423
3558,3275,2002-09-30,19637,88858,80138
3559,3275,2002-12-31,20752,89310,81947
3560,3276,2002-03-31,20905,546256,488924
3561,3276,2002-06-30,18288,568490,510150
3562,3276,2002-09-30,19995,578435,518395
3563,3276,2002-12-31,21098,579497,518905
3564,3279,2002-03-31,12753,53766,47440
3565,3279,2002-06-30,11697,54497,47747
3566,3279,2002-09-30,9524,53908,46707
3567,3279,2002-12-31,8022,53126,45941
3568,3281,2002-03-31,3653,48270,43998
3569,3281,2002-06-30,3279,48240,43875
3570,3281,2002-09-30,2951,49413,44864
3571,3281,2002-12-31,2629,48005,43479
3572,3282,2002-03-31,3699,37711,34847
3573,3282,2002-06-30,2817,36756,33518
3574,3282,2002-09-30,2498,37893,34422
3575,3282,2002-12-31,0,38714,35224
3576,3285,2002-03-31,90176,390256,362695
3577,3285,2002-06-30,89505,384734,354306
3578,3285,2002-09-30,81599,408678,376525
3579,3285,2002-12-31,78673,407393,374469
3580,3286,2002-03-31,33495,164083,150455
3581,3286,2002-06-30,32246,165073,150424
3582,3286,2002-09-30,32356,164083,148792
3583,3286,2002-12-31,27374,178011,162578
3584,3287,2002-03-31,5037,24943,21078
3585,3287,2002-06-30,6646,26225,22190
3586,3287,2002-09-30,8158,26212,21997
3587,3287,2002-12-31,7990,25229,21104
3588,3289,2002-03-31,16073,87792,78428
3589,3289,2002-06-30,15785,84483,74576
3590,3289,2002-09-30,16593,89460,79134
3591,3289,2002-12-31,17372,88650,78258
3592,3291,2002-03-31,20618,110224,99505
3593,3291,2002-06-30,19984,106974,95283
3594,3291,2002-09-30,18504,102673,90326
3595,3291,2002-12-31,16310,112379,100164
3596,3292,2002-03-31,0,161969,139220
3597,3292,2002-06-30,0,153896,132868
3598,3292,2002-09-30,0,151544,129440
3599,3292,2002-12-31,0,174112,151126
3600,3293,2002-03-31,0,91580,78984
3601,3293,2002-06-30,0,88751,76136
3602,3293,2002-09-30,0,89992,77291
3603,3293,2002-12-31,0,90461,77755
3604,3297,2002-03-31,493862,2360000,2190000
3605,3297,2002-06-30,849444,2510000,2330000
3606,3297,2002-09-30,984136,2630000,2440000
3607,3297,2002-12-31,730413,2550000,2350000
3608,3301,2002-03-31,0,176494,153877
3609,3301,2002-06-30,5197,195775,171869
3610,3301,2002-09-30,5197,195140,169765
3611,3301,2002-12-31,4929,193074,167274
3612,3302,2002-03-31,13378,47514,42669
3613,3302,2002-06-30,15793,48843,43912
3614,3302,2002-09-30,14892,48127,43070
3615,3302,2002-12-31,19531,48045,42957
3616,3303,2002-03-31,0,12385,11280
3617,3303,2002-06-30,0,12164,11032
3618,3303,2002-09-30,0,12150,11003
3619,3303,2002-12-31,0,11985,10812
3620,3304,2002-03-31,0,13283,12247
3621,3304,2002-06-30,0,11721,10783
3622,3304,2002-09-30,0,11930,11122
3623,3304,2002-12-31,0,13913,13160
3624,3305,2002-03-31,54949,203979,174077
3625,3305,2002-06-30,53286,196714,165684
3626,3305,2002-09-30,59942,197315,165366
3627,3305,2002-12-31,57441,199160,166981
3628,3320,2002-03-31,5636,32758,29245
3629,3320,2002-06-30,9618,31607,27895
3630,3320,2002-09-30,9593,34470,30535
3631,3320,2002-12-31,8643,34040,30049
3632,3325,2002-03-31,0,221216,207108
3633,3325,2002-06-30,0,222607,207842
3634,3325,2002-09-30,0,252354,236109
3635,3325,2002-12-31,0,252700,236211
3636,3326,2002-03-31,0,55547,50984
3637,3326,2002-06-30,0,60443,55706
3638,3326,2002-09-30,0,68075,63199
3639,3326,2002-12-31,0,66428,61394
3640,3327,2002-03-31,12350,56194,49059
3641,3327,2002-06-30,11060,56239,48759
3642,3327,2002-09-30,10730,56227,48601
3643,3327,2002-12-31,14802,59001,51587
3644,3330,2002-03-31,0,60536,55441
3645,3330,2002-06-30,0,60548,55281
3646,3330,2002-09-30,0,62449,57058
3647,3330,2002-12-31,0,60468,55093
3648,3335,2002-03-31,1348,40918,37693
3649,3335,2002-06-30,1250,43745,40441
3650,3335,2002-09-30,1334,43494,40179
3651,3335,2002-12-31,1216,41644,38281
3652,3336,2002-03-31,0,24106,20606
3653,3336,2002-06-30,0,24256,20514
3654,3336,2002-09-30,0,24478,20497
3655,3336,2002-12-31,0,25729,22055
3656,3337,2002-03-31,185,38756,35855
3657,3337,2002-06-30,161,40122,37152
3658,3337,2002-09-30,147,39376,36402
3659,3337,2002-12-31,132,40022,36933
3660,3339,2002-03-31,0,114896,100568
3661,3339,2002-06-30,0,115765,101061
3662,3339,2002-09-30,0,113352,98345
3663,3339,2002-12-31,0,116741,101999
3664,3342,2002-03-31,8722,82224,75870
3665,3342,2002-06-30,8358,79077,72628
3666,3342,2002-09-30,8722,80089,73385
3667,3342,2002-12-31,13315,76404,70089
3668,3347,2002-03-31,5739,34051,31414
3669,3347,2002-06-30,5141,34388,31619
3670,3347,2002-09-30,4033,33635,30852
3671,3347,2002-12-31,3158,33980,31302
3672,3348,2002-03-31,28938,100957,84561
3673,3348,2002-06-30,25770,96923,79964
3674,3348,2002-09-30,25196,99918,82697
3675,3348,2002-12-31,22149,101683,84442
3676,3351,2002-03-31,2825,32038,26000
3677,3351,2002-06-30,3128,33407,27143
3678,3351,2002-09-30,3091,34840,28368
3679,3351,2002-12-31,3313,34669,28074
3680,3353,2002-03-31,1420,15639,14531
3681,3353,2002-06-30,1357,16477,15336
3682,3353,2002-09-30,1780,15910,14783
3683,3353,2002-12-31,1601,16221,15091
3684,3355,2002-03-31,42822,102804,92830
3685,3355,2002-06-30,47379,106329,95804
3686,3355,2002-09-30,54746,113699,102425
3687,3355,2002-12-31,50239,114786,103612
3688,3356,2002-03-31,677,50505,46730
3689,3356,2002-06-30,645,48694,44810
3690,3356,2002-09-30,728,61505,57581
3691,3356,2002-12-31,543,62507,58962
3692,3358,2002-03-31,12062,62985,57769
3693,3358,2002-06-30,11269,65641,60130
3694,3358,2002-09-30,9766,66282,60619
3695,3358,2002-12-31,9967,68726,63009
3696,3361,2002-03-31,0,315959,292298
3697,3361,2002-06-30,0,335807,310568
3698,3361,2002-09-30,0,358347,332259
3699,3361,2002-12-31,0,369288,342665
3700,3363,2002-03-31,14815,109389,94695
3701,3363,2002-06-30,13721,111498,96230
3702,3363,2002-09-30,12694,112778,97060
3703,3363,2002-12-31,12047,109553,93517
3704,3368,2002-03-31,15354,49868,41892
3705,3368,2002-06-30,14818,48024,39841
3706,3368,2002-09-30,15396,48068,39635
3707,3368,2002-12-31,15496,50151,42140
3708,3370,2002-03-31,0,35975,32849
3709,3370,2002-06-30,0,35960,32764
3710,3370,2002-09-30,0,41873,38587
3711,3370,2002-12-31,0,42009,38697
3712,3371,2002-03-31,0,7578,6965
3713,3371,2002-06-30,0,7804,7183
3714,3371,2002-09-30,0,7321,6671
3715,3371,2002-12-31,0,6935,6345
3716,3376,2002-03-31,9463,124797,107749
3717,3376,2002-06-30,7919,125305,107680
3718,3376,2002-09-30,6441,125046,106999
3719,3376,2002-12-31,4379,128202,110432
3720,3377,2002-03-31,600,46855,41691
3721,3377,2002-06-30,549,44138,38900
3722,3377,2002-09-30,1521,42569,37205
3723,3377,2002-12-31,3525,44291,38973
3724,3379,2002-03-31,0,108627,99335
3725,3379,2002-06-30,0,104796,95505
3726,3379,2002-09-30,0,107704,98409
3727,3379,2002-12-31,0,107847,98539
3728,3384,2002-03-31,158,240610,203261
3729,3384,2002-06-30,145,240716,202037
3730,3384,2002-09-30,135,240556,200529
3731,3384,2002-12-31,128,233816,195748
3732,3387,2002-03-31,37872,396989,354832
3733,3387,2002-06-30,33289,388549,344389
3734,3387,2002-09-30,29727,404311,358397
3735,3387,2002-12-31,26309,410693,365967
3736,3388,2002-03-31,5614,61459,54145
3737,3388,2002-06-30,5432,62132,54207
3738,3388,2002-09-30,5052,61132,52823
3739,3388,2002-12-31,4160,63279,55326
3740,3389,2002-03-31,17820,149037,137880
3741,3389,2002-06-30,17611,155354,143240
3742,3389,2002-09-30,21657,172258,159553
3743,3389,2002-12-31,20659,175990,163421
3744,3399,2002-03-31,2806,35190,32139
3745,3399,2002-06-30,2501,34110,30908
3746,3399,2002-09-30,2201,33836,30544
3747,3399,2002-12-31,2470,34447,31124
3748,3400,2002-03-31,968,17889,15894
3749,3400,2002-06-30,740,17586,15611
3750,3400,2002-09-30,563,18009,16034
3751,3400,2002-12-31,410,17730,15713
3752,3401,2002-03-31,0,34592,30641
3753,3401,2002-06-30,0,33066,29008
3754,3401,2002-09-30,0,31692,27600
3755,3401,2002-12-31,0,34269,30124
3756,3402,2002-03-31,5380,131361,120649
3757,3402,2002-06-30,4570,130363,119123
3758,3402,2002-09-30,3897,127999,116376
3759,3402,2002-12-31,3128,133012,121152
3760,3405,2002-03-31,4279,57640,47700
3761,3405,2002-06-30,3733,54305,44031
3762,3405,2002-09-30,3323,54725,44174
3763,3405,2002-12-31,4992,57388,47148
3764,3430,2002-03-31,80159,3940000,3630000
3765,3430,2002-06-30,123635,4040000,3720000
3766,3430,2002-09-30,222390,4180000,3850000
3767,3430,2002-12-31,231652,4200000,3870000
3768,3440,2002-03-31,12921,436286,397271
3769,3440,2002-06-30,12144,449886,409220
3770,3440,2002-09-30,5478,473433,432325
3771,3440,2002-12-31,4735,495221,452970
3772,3502,2002-03-31,39323,95693,85110
3773,3502,2002-06-30,42681,100577,89562
3774,3502,2002-09-30,45625,103174,91602
3775,3502,2002-12-31,50537,104316,92980
3776,3510,2002-03-31,62400000,541000000,492000000
3777,3510,2002-06-30,72000000,562000000,512000000
3778,3510,2002-09-30,79400000,576000000,526000000
3779,3510,2002-12-31,59200000,565000000,514000000
3780,3511,2002-03-31,5600000,141000000,124000000
3781,3511,2002-06-30,5070000,148000000,131000000
3782,3511,2002-09-30,4150000,166000000,149000000
3783,3511,2002-12-31,3500000,184000000,166000000
3784,3514,2002-03-31,924452,13700000,11800000
3785,3514,2002-06-30,1370000,25500000,21100000
3786,3514,2002-09-30,1510000,25800000,21300000
3787,3514,2002-12-31,1430000,26100000,21500000
3788,3550,2002-03-31,19953,190358,172450
3789,3550,2002-06-30,17410,202458,183771
3790,3550,2002-09-30,19431,204868,185432
3791,3550,2002-12-31,18249,202840,182792
3792,3564,2002-03-31,17326,210305,189059
3793,3564,2002-06-30,16893,219335,197213
3794,3564,2002-09-30,16221,219638,196526
3795,3564,2002-12-31,13061,225135,202248
3796,3579,2002-03-31,0,115476,99819
3797,3579,2002-06-30,0,116895,101029
3798,3579,2002-09-30,0,115520,99151
3799,3579,2002-12-31,0,117938,101608
3800,3597,2002-03-31,21940,133736,123681
3801,3597,2002-06-30,20360,134938,124547
3802,3597,2002-09-30,20070,137757,127190
3803,3597,2002-12-31,15839,131580,121597
3804,3598,2002-03-31,2572,96864,85057
3805,3598,2002-06-30,1937,95571,82544
3806,3598,2002-09-30,1480,100497,87527
3807,3598,2002-12-31,1335,101498,88432
3808,3599,2002-03-31,101,39105,35643
3809,3599,2002-06-30,84,37647,34113
3810,3599,2002-09-30,66,34870,31290
3811,3599,2002-12-31,50,36645,33089
3812,3600,2002-03-31,1012,19375,17049
3813,3600,2002-06-30,927,18626,16094
3814,3600,2002-09-30,857,20087,17564
3815,3600,2002-12-31,1192,20476,17947
3816,3601,2002-03-31,11361,41932,37611
3817,3601,2002-06-30,11611,42563,38049
3818,3601,2002-09-30,12413,42587,37893
3819,3601,2002-12-31,11904,44174,39579
3820,3603,2002-03-31,17201,930430,844692
3821,3603,2002-06-30,32071,1020000,932352
3822,3603,2002-09-30,39967,1100000,1010000
3823,3603,2002-12-31,39382,1130000,1040000
3824,3604,2002-03-31,52988,1120000,1030000
3825,3604,2002-06-30,49530,1120000,1030000
3826,3604,2002-09-30,46231,1180000,1080000
3827,3604,2002-12-31,41827,1200000,1100000
3828,3605,2002-03-31,2447,157526,146528
3829,3605,2002-06-30,2320,158928,147393
3830,3605,2002-09-30,2183,151569,139632
3831,3605,2002-12-31,1696,150832,138561
3832,3607,2002-03-31,2032,49700,42027
3833,3607,2002-06-30,1853,49739,41851
3834,3607,2002-09-30,1678,50078,41982
3835,3607,2002-12-31,1653,49702,41778
3836,3610,2002-03-31,100707,616281,572727
3837,3610,2002-06-30,128732,656312,609281
3838,3610,2002-09-30,161337,668550,618617
3839,3610,2002-12-31,164000,677800,625997
3840,3612,2002-03-31,1862,262238,228614
3841,3612,2002-06-30,1698,262390,228238
3842,3612,2002-09-30,1593,270055,234765
3843,3612,2002-12-31,1516,273963,238938
3844,3614,2002-03-31,3075,95158,85960
3845,3614,2002-06-30,2973,96518,86877
3846,3614,2002-09-30,2785,99281,89286
3847,3614,2002-12-31,2913,102833,92851
3848,3615,2002-03-31,68,31957,28645
3849,3615,2002-06-30,66,33104,29496
3850,3615,2002-09-30,64,35074,31091
3851,3615,2002-12-31,60,36369,32443
3852,3618,2002-03-31,22400000,158000000,146000000
3853,3618,2002-06-30,28700000,184000000,171000000
3854,3618,2002-09-30,28500000,206000000,190000000
3855,3618,2002-12-31,22900000,218000000,200000000
3856,3619,2002-03-31,47139,15200000,14300000
3857,3619,2002-06-30,46334,14700000,13800000
3858,3619,2002-09-30,42675,16300000,15600000
3859,3628,2002-03-31,222723,3070000,2780000
3860,3628,2002-06-30,323327,3300000,3000000
3861,3628,2002-09-30,428882,3450000,3130000
3862,3628,2002-12-31,392009,3390000,3060000
3863,3634,2002-03-31,4340,350673,327013
3864,3634,2002-06-30,192,382536,357180
3865,3634,2002-09-30,182,392738,365765
3866,3634,2002-12-31,157,396601,368434
3867,3635,2002-03-31,14372,84019,77704
3868,3635,2002-06-30,15140,84471,77505
3869,3635,2002-09-30,20677,89440,81677
3870,3635,2002-12-31,20648,87507,80595
3871,3636,2002-03-31,0,44412,39843
3872,3636,2002-06-30,0,45536,41065
3873,3636,2002-09-30,0,47446,42938
3874,3636,2002-12-31,0,46141,41472
3875,3638,2002-03-31,0,26653,23884
3876,3638,2002-06-30,0,28447,25669
3877,3638,2002-09-30,0,27361,24667
3878,3638,2002-12-31,0,28248,25439
3879,3639,2002-03-31,0,63585,55094
3880,3639,2002-06-30,0,65134,56395
3881,3639,2002-09-30,0,72406,63055
3882,3639,2002-12-31,0,67470,58191
3883,3644,2002-03-31,17663,131190,121191
3884,3644,2002-06-30,16321,145381,134433
3885,3644,2002-09-30,34670,164013,151943
3886,3644,2002-12-31,37316,161074,149310
3887,3649,2002-03-31,29435,432207,385881
3888,3649,2002-06-30,30377,435604,388199
3889,3649,2002-09-30,30465,437907,391252
3890,3649,2002-12-31,26463,436917,389948
3891,3657,2002-03-31,192779,1800000,1660000
3892,3657,2002-06-30,212200,2020000,1860000
3893,3657,2002-09-30,229059,1910000,1750000
3894,3657,2002-12-31,238521,1970000,1810000
3895,3658,2002-03-31,1812,90474,75820
3896,3658,2002-06-30,2638,91698,76863
3897,3658,2002-09-30,2419,92002,77009
3898,3658,2002-12-31,2029,91917,76798
3899,3661,2002-03-31,0,132779,119477
3900,3661,2002-06-30,0,139227,126813
3901,3661,2002-09-30,0,154908,141775
3902,3661,2002-12-31,0,157612,141057
3903,3664,2002-03-31,148,186105,168541
3904,3664,2002-06-30,37,192975,175700
3905,3664,2002-09-30,0,221352,203158
3906,3664,2002-12-31,0,272634,252832
3907,3667,2002-03-31,24480,351364,302199
3908,3667,2002-06-30,20146,349495,298868
3909,3667,2002-09-30,31611,506808,419765
3910,3667,2002-12-31,33647,485958,397941
3911,3671,2002-03-31,0,26802,23352
3912,3671,2002-06-30,0,25935,22462
3913,3671,2002-09-30,0,25222,21733
3914,3671,2002-12-31,0,24437,21252
3915,3673,2002-03-31,8196,43129,40663
3916,3673,2002-06-30,7674,53380,50492
3917,3673,2002-09-30,5883,45753,42539
3918,3673,2002-12-31,5502,45262,42127
3919,3674,2002-03-31,1270,24324,21469
3920,3674,2002-06-30,1178,24109,21084
3921,3674,2002-09-30,1109,25061,21867
3922,3674,2002-12-31,928,24722,21612
3923,3675,2002-03-31,18004,89034,81847
3924,3675,2002-06-30,17228,88913,81144
3925,3675,2002-09-30,15645,93582,85084
3926,3675,2002-12-31,18671,95918,87320
3927,3677,2002-03-31,12439,121450,108470
3928,3677,2002-06-30,9329,123207,109836
3929,3677,2002-09-30,8749,122101,108145
3930,3677,2002-12-31,10289,123968,110188
3931,3679,2002-03-31,36197,691589,640233
3932,3679,2002-06-30,27066,695675,641394
3933,3679,2002-09-30,24801,741787,684362
3934,3679,2002-12-31,22590,746367,687473
3935,3680,2002-03-31,0,12450,10648
3936,3680,2002-06-30,0,12132,10300
3937,3680,2002-09-30,0,12080,10229
3938,3680,2002-12-31,0,11045,9805
3939,3684,2002-03-31,0,10271,8834
3940,3684,2002-06-30,0,10149,8687
3941,3684,2002-09-30,0,10157,8671
3942,3684,2002-12-31,0,11034,9540
3943,3685,2002-03-31,53315,1280000,1050000
3944,3685,2002-06-30,51127,1310000,1070000
3945,3685,2002-09-30,47357,1330000,1110000
3946,3685,2002-12-31,41925,1280000,1050000
3947,3688,2002-03-31,0,43545,38932
3948,3688,2002-06-30,0,51237,46216
3949,3688,2002-09-30,0,46282,41207
3950,3688,2002-12-31,0,45655,40610
3951,3691,2002-03-31,6268,123868,115519
3952,3691,2002-06-30,9982,127091,118386
3953,3691,2002-09-30,8995,128703,120045
3954,3691,2002-12-31,13865,129130,120386
3955,3693,2002-03-31,18455,73221,67174
3956,3693,2002-06-30,17216,72270,65956
3957,3693,2002-09-30,15766,72248,65821
3958,3693,2002-12-31,13501,71049,64661
3959,3694,2002-03-31,80,8462,7124
3960,3694,2002-06-30,60,8488,7055
3961,3694,2002-09-30,53,8625,7108
3962,3694,2002-12-31,48,8363,6835
3963,3698,2002-03-31,2260,48934,45825
3964,3698,2002-06-30,4786,46753,42613
3965,3698,2002-09-30,10442,50395,46078
3966,3698,2002-12-31,13240,52938,48661
3967,3701,2002-03-31,3739,202460,177856
3968,3701,2002-06-30,4041,206018,180461
3969,3701,2002-09-30,3713,206962,181177
3970,3701,2002-12-31,3200,208658,183112
3971,3702,2002-03-31,9377,85861,76992
3972,3702,2002-06-30,9752,88492,79235
3973,3702,2002-09-30,9509,88026,78148
3974,3702,2002-12-31,9446,88404,78505
3975,3705,2002-03-31,52040,691402,626789
3976,3705,2002-06-30,50500,700310,632687
3977,3705,2002-09-30,47857,762176,691853
3978,3705,2002-12-31,45442,770394,700221
3979,3709,2002-03-31,1220000,5810000,5410000
3980,3709,2002-06-30,1190000,5880000,5440000
3981,3709,2002-09-30,1350000,6040000,5580000
3982,3709,2002-12-31,1150000,5950000,5490000
3983,3711,2002-03-31,96773,247319,228442
3984,3711,2002-06-30,97020,263955,243338
3985,3711,2002-09-30,88165,262802,241261
3986,3711,2002-12-31,105606,276533,253186
3987,3713,2002-03-31,21,139641,125217
3988,3713,2002-06-30,19,152279,138059
3989,3713,2002-09-30,18,150210,135774
3990,3713,2002-12-31,10,143118,127699
3991,3714,2002-03-31,1209,19279,17304
3992,3714,2002-06-30,1177,19093,17047
3993,3714,2002-09-30,1095,19784,17685
3994,3714,2002-12-31,1529,19897,17820
3995,3715,2002-03-31,6552,50334,47243
3996,3715,2002-06-30,6334,50978,47732
3997,3715,2002-09-30,6555,50872,47475
3998,3715,2002-12-31,6191,50388,46915
3999,3718,2002-03-31,353,63360,59108
4000,3718,2002-06-30,334,62489,58137
4001,3718,2002-09-30,313,62500,58064
4002,3718,2002-12-31,293,62194,57636
4003,3719,2002-03-31,4447,226235,202918
4004,3719,2002-06-30,4041,231342,206603
4005,3719,2002-09-30,8179,235553,209469
4006,3719,2002-12-31,7683,240414,214965
4007,3720,2002-03-31,11298,87071,77355
4008,3720,2002-06-30,10536,88086,78236
4009,3720,2002-09-30,10695,92016,81931
4010,3720,2002-12-31,10321,92149,82031
4011,3721,2002-03-31,18935,181624,164546
4012,3721,2002-06-30,26582,192511,174722
4013,3721,2002-09-30,33603,199920,181523
4014,3721,2002-12-31,29383,195329,176634
4015,3722,2002-03-31,192,154365,138755
4016,3722,2002-06-30,186,149615,133362
4017,3722,2002-09-30,178,148383,131784
4018,3722,2002-12-31,174,151861,136518
4019,3723,2002-03-31,2100,67804,58132
4020,3723,2002-06-30,2113,71671,61598
4021,3723,2002-09-30,2065,71972,61689
4022,3723,2002-12-31,53,71619,61272
4023,3725,2002-03-31,55944,192089,171140
4024,3725,2002-06-30,52942,193079,170263
4025,3725,2002-09-30,57727,249969,226050
4026,3725,2002-12-31,62611,209465,186864
4027,3726,2002-03-31,89850,886248,791593
4028,3726,2002-06-30,87261,904074,806251
4029,3726,2002-09-30,82657,915685,815399
4030,3726,2002-12-31,76114,913856,814201
4031,3731,2002-03-31,67416,550044,502753
4032,3731,2002-06-30,81741,564462,514680
4033,3731,2002-09-30,87778,576780,525597
4034,3731,2002-12-31,93506,587095,535952
4035,3732,2002-03-31,31294,218003,193141
4036,3732,2002-06-30,40315,226842,200157
4037,3732,2002-09-30,38791,231240,203160
4038,3732,2002-12-31,35711,232580,204346
4039,3735,2002-03-31,901913,4090000,3780000
4040,3735,2002-06-30,903728,4260000,3930000
4041,3735,2002-09-30,855682,4410000,4060000
4042,3735,2002-12-31,849565,4500000,4140000
4043,3741,2002-03-31,193,44907,40379
4044,3741,2002-06-30,148,42050,37297
4045,3741,2002-09-30,114,42161,37180
4046,3741,2002-12-31,1108,42438,37527
4047,3744,2002-03-31,42494,426929,387618
4048,3744,2002-06-30,53919,427891,388460
4049,3744,2002-09-30,51162,435812,395338
4050,3744,2002-12-31,56935,455698,414572
4051,3745,2002-03-31,0,68302,63579
4052,3745,2002-06-30,0,67755,62843
4053,3745,2002-09-30,0,72377,67390
4054,3745,2002-12-31,0,70243,65229
4055,3747,2002-03-31,247,150308,135500
4056,3747,2002-06-30,234,156957,141627
4057,3747,2002-09-30,282,180419,162381
4058,3747,2002-12-31,266,182576,164038
4059,3749,2002-03-31,1801,71043,64435
4060,3749,2002-06-30,1656,69250,62205
4061,3749,2002-09-30,1648,73875,66305
4062,3749,2002-12-31,3040,76654,69090
4063,3753,2002-03-31,288226,1180000,1060000
4064,3753,2002-06-30,274932,1230000,1110000
4065,3753,2002-09-30,257855,1260000,1140000
4066,3753,2002-12-31,198131,1310000,1180000
4067,3757,2002-03-31,1542,194400,177237
4068,3757,2002-06-30,3682,219596,202008
4069,3757,2002-09-30,4937,233468,215365
4070,3757,2002-12-31,4009,234284,216004
4071,3759,2002-03-31,5401,110200,96710
4072,3759,2002-06-30,6159,112976,98986
4073,3759,2002-09-30,5995,113329,99029
